timestamp,x,y,z,qx,qy,qz,qw
637140908887795318, 0.00291029271, 0.0821878, 0.09059179, 0.0227937959, 0.0224327315, 0.009104834, 0.999447048
637140908887964991, 0.00308395457, 0.0823306143, 0.09076089, 0.0239801612, 0.0220038984, 0.009185007, 0.9994281
637140908888129217, 0.003331175, 0.08170575, 0.09057097, 0.0255781226, 0.0213508159, 0.008123567, 0.9994118
637140908888292388, 0.00353577081, 0.08123119, 0.09047027, 0.0261415448, 0.0207581725, 0.00684419926, 0.9994193
637140908888457115, 0.00384793337, 0.08131086, 0.09062092, 0.02584615, 0.0199160725, 0.00581671949, 0.9994506
637140908888621852, 0.004274251, 0.08102292, 0.09058425, 0.0257642325, 0.0186414868, 0.00516302139, 0.9994809
637140908888796662, 0.00472903624, 0.0811096951, 0.09064406, 0.0259079952, 0.0170660969, 0.00424413057, 0.999509633
637140908888955904, 0.0049542794, 0.08075113, 0.09047299, 0.02638776, 0.0159074645, 0.003899683, 0.9995176
637140908889125951, 0.005556153, 0.0808492, 0.09055274, 0.025987573, 0.0149669144, 0.00345347077, 0.999544263
637140908889311787, 0.006460402, 0.080574885, 0.09043436, 0.0259913951, 0.0147426724, 0.00235792226, 0.9995507
637140908889461548, 0.00754556432, 0.0807410553, 0.0905967355, 0.0259125754, 0.0142744128, 0.00221858523, 0.9995599
637140908889631306, 0.00859599, 0.08085741, 0.09080671, 0.025666222, 0.0136990175, 0.002167757, 0.999574363
637140908889796085, 0.00939809252, 0.08071211, 0.0909941643, 0.0255198181, 0.0138145089, 0.000825905066, 0.999578536
637140908889960810, 0.0101116495, 0.08066937, 0.0912948549, 0.024395261, 0.01356691, -0.0007011789, 0.999610066
637140908890125523, 0.0110096475, 0.08088118, 0.09167115, 0.02403171, 0.0133648627, -0.002047653, 0.9996198
637140908890295262, 0.0119303195, 0.08080133, 0.09216973, 0.0233557224, 0.01374179, -0.003029662, 0.9996282
637140908890459992, 0.0130637456, 0.08096276, 0.09279882, 0.0227399785, 0.0145071056, -0.00381791475, 0.9996289
637140908890624757, 0.0141779073, 0.08075036, 0.09326492, 0.022820631, 0.0151335327, -0.00457011955, 0.9996146
637140908890789814, 0.0153679168, 0.08074822, 0.09383737, 0.0228720158, 0.0153779648, -0.0049270317, 0.999608
637140908890959519, 0.0163543541, 0.08062814, 0.0944320038, 0.0228186212, 0.0156989284, -0.00536981039, 0.99960196
637140908891129279, 0.01733476, 0.0807229, 0.09511474, 0.0227774736, 0.0158930961, -0.0061127455, 0.9995955
637140908891293392, 0.0183374546, 0.08056039, 0.095626235, 0.0229479037, 0.01666242, -0.006241127, 0.999578357
637140908891458485, 0.01969971, 0.0803589746, 0.09620328, 0.0234223157, 0.0172973424, -0.00503526442, 0.999563336
637140908891628652, 0.0208450388, 0.0800790638, 0.09663363, 0.023878729, 0.01796135, -0.00388269732, 0.999546
637140908891793352, 0.0221644938, 0.0799543, 0.09723358, 0.0243260954, 0.0191587117, -0.00354276667, 0.9995142
637140908891958390, 0.0233842861, 0.07975104, 0.09763424, 0.0247033071, 0.02101052, -0.00295107625, 0.9994697
637140908892128145, 0.0247298665, 0.07953703, 0.09821305, 0.0254536141, 0.0225944389, -0.00239751977, 0.9994178
637140908892286945, 0.0258879028, 0.07928893, 0.09866036, 0.0263803713, 0.0239359941, -0.0021338847, 0.9993631
637140908892460631, 0.0272813141, 0.0791510344, 0.0993409455, 0.027239915, 0.025598878, -0.00314734341, 0.9992962
637140908892625258, 0.0288648549, 0.079223834, 0.0998092145, 0.0280203242, 0.0275311563, -0.004576967, 0.9992177
637140908892790038, 0.0310632475, 0.07978893, 0.100357622, 0.0274553914, 0.0304346234, -0.00541423354, 0.999145
637140908892955193, 0.033590477, 0.08053909, 0.10086289, 0.0256019682, 0.0350612737, -0.00568656949, 0.999041
637140908893119903, 0.0361724347, 0.08109522, 0.101259679, 0.0245403778, 0.0396855436, -0.006030009, 0.9988926
637140908893289974, 0.03897834, 0.08163481, 0.101153791, 0.023636952, 0.04589415, -0.006537048, 0.998645246
637140908893464992, 0.04193898, 0.08201882, 0.101272725, 0.022988731, 0.0522325225, -0.007168115, 0.9983446
637140908893619805, 0.04485053, 0.0824353844, 0.101154745, 0.02238682, 0.0590803958, -0.008022917, 0.9979699
637140908893789535, 0.0485155061, 0.08263166, 0.100961931, 0.0219278187, 0.0681567639, -0.00869987, 0.9973957
637140908893954275, 0.0524348877, 0.0824786946, 0.100426, 0.021960618, 0.07879842, -0.008911588, 0.996608853
637140908894123965, 0.0563860536, 0.08205233, 0.0998436362, 0.0233810432, 0.08900737, -0.009607029, 0.9957102
637140908894288995, 0.0600356236, 0.08146992, 0.0988969654, 0.0249379463, 0.09916645, -0.0107868146, 0.994699836
637140908894453754, 0.06400527, 0.0807348341, 0.09814052, 0.0263357, 0.110118493, -0.01229029, 0.9934935
637140908894620396, 0.06772393, 0.07999823, 0.09703745, 0.0280556548, 0.121011823, -0.0133388126, 0.99216485
637140908894781962, 0.07139584, 0.07926859, 0.09602049, 0.0299978964, 0.13051489, -0.0142281083, 0.9908903
637140908894956660, 0.07369047, 0.07912278, 0.09529838, 0.0305539835, 0.138245, -0.0178348385, 0.989766
637140908895116664, 0.07641167, 0.07888851, 0.09474242, 0.03064538, 0.144647568, -0.02024577, 0.98880136
637140908895286384, 0.07858172, 0.07909761, 0.09418753, 0.0306068026, 0.150432378, -0.02228449, 0.987895131
637140908895451505, 0.08106736, 0.0790426657, 0.09359113, 0.03192457, 0.155474365, -0.0228108186, 0.9870604
637140908895616501, 0.0832295, 0.0791011453, 0.09279807, 0.0333062224, 0.1602524, -0.0226073116, 0.98625493
637140908895781553, 0.0852079839, 0.07878275, 0.09206787, 0.0343426056, 0.161567688, -0.0217293911, 0.9860245
637140908895961254, 0.08569005, 0.07890568, 0.09188361, 0.0334385224, 0.15973188, -0.022439979, 0.986338735
637140908896126006, 0.0859634653, 0.07888925, 0.09193032, 0.0316787064, 0.1585077, -0.0253459159, 0.9865239
637140908896290770, 0.0857129, 0.07924421, 0.0918548256, 0.030130472, 0.157599583, -0.02631622, 0.9866925
637140908896465491, 0.0855177045, 0.07868579, 0.0917620659, 0.0293322541, 0.156465575, -0.0285962764, 0.9868336
637140908896630245, 0.08468494, 0.07810138, 0.0907996148, 0.0317621343, 0.156451866, -0.03060877, 0.9867001
637140908896789943, 0.0827644, 0.07762879, 0.0895594, 0.0329411626, 0.154444575, -0.03224428, 0.9869256
637140908896959660, 0.0800646544, 0.07756615, 0.089067094, 0.0330406725, 0.148729518, -0.03237359, 0.9877955
637140908897129428, 0.0771285, 0.07757819, 0.08883519, 0.03485826, 0.139775246, -0.0305454563, 0.989098
637140908897289199, 0.07420054, 0.0777447745, 0.08848767, 0.0355407, 0.132652074, -0.0289164819, 0.9901031
637140908897468912, 0.0696223155, 0.07833767, 0.08822476, 0.035178557, 0.122004412, -0.0262539219, 0.9915585
637140908897623990, 0.06524623, 0.07889483, 0.0878942758, 0.03344877, 0.109532394, -0.0244758762, 0.993118763
637140908897798402, 0.0601601526, 0.0798003, 0.08782011, 0.0300470069, 0.0955462158, -0.0227599461, 0.9947111
637140908897956390, 0.0547577739, 0.0807581, 0.08791067, 0.0257916339, 0.0800969154, -0.0187425148, 0.9962771
637140908898123405, 0.0491665043, 0.08144589, 0.0877914, 0.0230546985, 0.06411254, -0.0138190314, 0.997580647
637140908898288115, 0.04329286, 0.08140479, 0.08760604, 0.0233154036, 0.047709953, -0.01155064, 0.9985223
637140908898457860, 0.0367840566, 0.08115193, 0.08716218, 0.0250175558, 0.0309244618, -0.0126089808, 0.999129057
637140908898617638, 0.03020275, 0.08031529, 0.0867711455, 0.0267703515, 0.0139257209, -0.0159333553, 0.9994176
637140908898787390, 0.0238115564, 0.08022708, 0.08628865, 0.0279107746, -0.00210165652, -0.0175125655, 0.9994548
637140908898955066, 0.0173679776, 0.0792728961, 0.0865105, 0.0290352982, -0.0186187457, -0.0159546826, 0.9992776
637140908899127254, 0.0105704032, 0.07879131, 0.08637829, 0.0303886123, -0.0349387936, -0.0143359927, 0.9988245
637140908899287063, 0.00360471755, 0.07752551, 0.08649115, 0.0304939318, -0.051817093, -0.0118936365, 0.99812007
637140908899456750, -0.00382980425, 0.07699758, 0.0864346, 0.03045331, -0.06896068, -0.00744808931, 0.997126639
637140908899616544, -0.0105189718, 0.07567093, 0.08637278, 0.03076886, -0.0852403939, -0.00209374214, 0.995883048
637140908899786250, -0.0174819082, 0.07532796, 0.08617908, 0.029900644, -0.100001633, 0.002018227, 0.994535863
637140908899955967, -0.0237321183, 0.07428646, 0.08631423, 0.02988777, -0.113294527, 0.004743082, 0.9931005
637140908900120697, -0.0305263847, 0.0738834441, 0.0859397948, 0.0316006728, -0.125192389, 0.005387418, 0.9916145
637140908900285943, -0.03635787, 0.072522, 0.08552185, 0.0347514451, -0.135879472, 0.00581816444, 0.990098655
637140908900451023, -0.0423589274, 0.0719949752, 0.0846001357, 0.03715066, -0.146900088, 0.006477741, 0.9884322
637140908900620786, -0.0473780148, 0.07141854, 0.08438529, 0.0377135724, -0.154498234, 0.006131703, 0.987253964
637140908900790477, -0.05272336, 0.07171933, 0.0836194754, 0.03648951, -0.1621242, 0.00763567863, 0.9860659
637140908900955245, -0.0577086546, 0.07148654, 0.08311501, 0.0342851877, -0.170065135, 0.008903247, 0.984796
637140908901119964, -0.0634474, 0.07186376, 0.08199911, 0.0321006551, -0.178196773, 0.0105188843, 0.9834149
637140908901279723, -0.06901768, 0.07161467, 0.08114992, 0.0297677834, -0.185821325, 0.0117163882, 0.982062638
637140908901454433, -0.07461528, 0.0722521544, 0.0789697841, 0.0255243, -0.1918772, 0.0128186913, 0.9810032
637140908901609179, -0.0800476745, 0.0723347, 0.07702279, 0.0243948735, -0.198592588, 0.0152170267, 0.979660332
637140908901778960, -0.08482837, 0.072291404, 0.07477403, 0.0232570656, -0.203277439, 0.01869832, 0.9786663
637140908901949083, -0.08944996, 0.07170496, 0.0729482, 0.0231107213, -0.207370266, 0.0215266272, 0.977752566
637140908902108769, -0.09362437, 0.07125193, 0.07070764, 0.0223695561, -0.211709678, 0.0240495242, 0.9767806
637140908902282255, -0.09812339, 0.07116008, 0.06910081, 0.021050578, -0.215241671, 0.0248698946, 0.9760171
637140908902453696, -0.10239841, 0.07147369, 0.067328915, 0.0197576769, -0.2187209, 0.0261274558, 0.975237548
637140908902618453, -0.10630881, 0.07205227, 0.06627321, 0.0175450165, -0.21957843, 0.0279958658, 0.97503525
637140908902783221, -0.109265253, 0.07246143, 0.0656230748, 0.0166057944, -0.218841553, 0.0298837144, 0.9751613
637140908902937995, -0.1125602, 0.07239033, 0.06456254, 0.0166365132, -0.2200899, 0.0300963018, 0.9748733
637140908903131614, -0.115732536, 0.07220015, 0.0637027845, 0.0186041351, -0.220547438, 0.0284666512, 0.974783242
637140908903289802, -0.118780605, 0.07182205, 0.0626964048, 0.0201639142, -0.221701771, 0.02781835, 0.97450906
637140908903449521, -0.121799812, 0.07146351, 0.06172116, 0.0210460462, -0.223469526, 0.028539313, 0.9740657
637140908903609300, -0.124439195, 0.0711711049, 0.0611120537, 0.0213259533, -0.224118263, 0.0296388417, 0.9738777
637140908903783981, -0.126035973, 0.07056585, 0.06092764, 0.0210425965, -0.222946674, 0.0313856862, 0.974098
637140908903938736, -0.127461284, 0.07004444, 0.0609563738, 0.0227193125, -0.220250577, 0.0337367244, 0.974595
637140908904108822, -0.128025055, 0.0690492243, 0.0612589568, 0.0246043932, -0.2166962, 0.0350049846, 0.975300968
637140908904282295, -0.12891522, 0.0684549958, 0.0617075861, 0.02661944, -0.212910667, 0.035955973, 0.976047
637140908904452058, -0.129300252, 0.068239, 0.0623895861, 0.0279077813, -0.208290547, 0.0360190943, 0.977005064
637140908904607114, -0.129657984, 0.0678214, 0.062980786, 0.0292067416, -0.204214036, 0.0359542519, 0.9778297
637140908904786821, -0.129493088, 0.06796077, 0.06405032, 0.03056341, -0.1974994, 0.0340369977, 0.9792351
637140908904951571, -0.129030913, 0.06772123, 0.06510374, 0.0318228267, -0.191740081, 0.0325392634, 0.980389833
637140908905121324, -0.129164308, 0.06797844, 0.06575998, 0.03240515, -0.1867398, 0.0306725763, 0.9813956
637140908905281021, -0.129097551, 0.06789237, 0.06650433, 0.032766588, -0.183192328, 0.0301337782, 0.9820687
637140908905444652, -0.1288497, 0.0679483563, 0.06726285, 0.0329209231, -0.180026546, 0.03028365, 0.9826442
637140908905611158, -0.129060537, 0.0684329346, 0.0678738654, 0.03264176, -0.176424, 0.03015519, 0.98331064
637140908905775892, -0.12854822, 0.06845336, 0.0688658357, 0.03262854, -0.17256707, 0.03074187, 0.983977139
637140908905940635, -0.128322288, 0.06870896, 0.06956008, 0.03308082, -0.168231964, 0.0308755767, 0.9847083
637140908906115692, -0.128348738, 0.06898564, 0.07015644, 0.0333928429, -0.164460629, 0.029514432, 0.985376358
637140908906272418, -0.128482237, 0.0689896643, 0.07100335, 0.0334911272, -0.161326155, 0.0284659, 0.98592186
637140908906446639, -0.129176825, 0.06929637, 0.07200579, 0.0322926566, -0.158990592, 0.0274120215, 0.98637104
637140908906616350, -0.129581779, 0.06926584, 0.07327862, 0.0311955214, -0.156731054, 0.026629895, 0.9867893
637140908906786087, -0.130272344, 0.06949858, 0.07424449, 0.0307106152, -0.154969528, 0.0266000312, 0.9870835
637140908906955820, -0.1307754, 0.06944491, 0.0755444542, 0.0305715557, -0.153394833, 0.026245771, 0.9873432
637140908907120588, -0.131426468, 0.0695579, 0.07668126, 0.0305317342, -0.150946736, 0.0245423522, 0.9877655
637140908907285371, -0.131566644, 0.06929712, 0.07811475, 0.0308713466, -0.147691011, 0.0227206945, 0.988290548
637140908907450066, -0.1317789, 0.06908074, 0.0791845843, 0.0317226, -0.1441353, 0.0208102148, 0.988830447
637140908907619832, -0.1317021, 0.06860861, 0.08068544, 0.0323325358, -0.140876263, 0.0201150235, 0.989294648
637140908907779554, -0.131288752, 0.06820622, 0.08203706, 0.0328504145, -0.13712512, 0.0194192789, 0.989818454
637140908907949686, -0.130727232, 0.0677578449, 0.08362089, 0.0341347754, -0.13202244, 0.0179897416, 0.9904955
637140908908114415, -0.129730448, 0.06736917, 0.08507465, 0.0353897363, -0.126621142, 0.0166956559, 0.9911791
637140908908279206, -0.128664911, 0.06679981, 0.08660719, 0.03592917, -0.121854544, 0.0153053831, 0.9917794
637140908908444237, -0.127462387, 0.06641449, 0.08795197, 0.0365658626, -0.117767595, 0.0147107905, 0.9922587
637140908908609345, -0.125789836, 0.06595371, 0.08935401, 0.03695528, -0.114500895, 0.01494784, 0.992623031
637140908908782473, -0.124128871, 0.0659011453, 0.09056107, 0.03694863, -0.110687464, 0.0139269615, 0.9930706
637140908908947210, -0.1222745, 0.06585051, 0.09204045, 0.0372480042, -0.1058515, 0.0130728567, 0.9935981
637140908909110768, -0.119836375, 0.06596334, 0.09343695, 0.0379534, -0.100448549, 0.0125456415, 0.994138956
637140908909280519, -0.117372684, 0.06599354, 0.09486617, 0.0385834165, -0.0959316, 0.0113281272, 0.9945754
637140908909440263, -0.114909142, 0.06634673, 0.09606433, 0.0392869823, -0.0915596858, 0.009026541, 0.9949834
637140908909607792, -0.112423912, 0.06711794, 0.09754802, 0.0389371254, -0.0859449357, 0.00516235642, 0.99552536
637140908909774327, -0.108898431, 0.0689847842, 0.0988916, 0.03710919, -0.0786599, 0.00215660036, 0.9962083
637140908909939071, -0.105695337, 0.0703731, 0.100326732, 0.03493134, -0.07128197, 0.000869579962, 0.996844
637140908910123766, -0.101346061, 0.07190709, 0.101418853, 0.03303791, -0.06178643, -0.000895409845, 0.9975421
637140908910273558, -0.0982233, 0.0725973845, 0.10234575, 0.0325072147, -0.0540898144, -0.00418602675, 0.997998059
637140908910437839, -0.095057115, 0.073423624, 0.103278786, 0.0315103643, -0.0476649776, -0.00700302655, 0.9983417
