timestamp,x,y,z,qx,qy,qz,qw
637139354998275741, 0.110972665, 0.08962741, 0.09279076, -0.02166718, 0.0791432559, 0.003763437, 0.996620655
637139354998435491, 0.111800678, 0.0893199742, 0.092439, -0.0212236, 0.07803479, 0.003794026, 0.9967175
637139354998610564, 0.11246562, 0.0889937, 0.09212072, -0.0209682155, 0.07672369, 0.0038867807, 0.9968243
637139354998770276, 0.113223895, 0.088908, 0.09192935, -0.0209831968, 0.07544255, 0.00390499062, 0.9969217
637139354998940002, 0.113871239, 0.08862665, 0.091584, -0.0209940728, 0.07390928, 0.00394704333, 0.997036159
637139354999104742, 0.114514276, 0.08854227, 0.09140217, -0.0211509075, 0.0721500143, 0.00424011, 0.9971605
637139354999284480, 0.115108639, 0.0883291, 0.09115131, -0.021397993, 0.0703022555, 0.00456939545, 0.9972857
637139354999439225, 0.115643062, 0.08829197, 0.0910274237, -0.0218668822, 0.06831024, 0.00489869248, 0.997412443
637139354999613940, 0.116041169, 0.0881362855, 0.09082704, -0.0225720163, 0.06604032, 0.005571974, 0.9975461
637139354999768664, 0.116524458, 0.08818969, 0.09077783, -0.0232858285, 0.0636002645, 0.005901806, 0.9976863
637139354999938400, 0.116850443, 0.08806008, 0.0906238556, -0.023967348, 0.060927473, 0.00597861735, 0.99783653
637139355000106450, 0.117274784, 0.0879509747, 0.0905718058, -0.02420695, 0.0583542474, 0.005953749, 0.997984648
637139355000276196, 0.117687553, 0.08771542, 0.09048007, -0.0242299773, 0.055610504, 0.00581785152, 0.9981416
637139355000440918, 0.1180981, 0.08767415, 0.0904659, -0.02437747, 0.05285417, 0.00577079924, 0.998288
637139355000610338, 0.118518181, 0.08752318, 0.09043494, -0.0242868289, 0.05002413, 0.00556446658, 0.998437166
637139355000770517, 0.118908256, 0.0874601156, 0.09048399, -0.02427223, 0.0475892164, 0.00506509561, 0.998559237
637139355000940647, 0.119287834, 0.08736494, 0.09057198, -0.0246611629, 0.0451802723, 0.00516169472, 0.9986611
637139355001105333, 0.119637832, 0.08739191, 0.0906771645, -0.0251538046, 0.0428749323, 0.005149702, 0.9987505
637139355001275119, 0.119901225, 0.08729557, 0.0908010453, -0.0254962873, 0.0404177941, 0.005115329, 0.998844445
637139355001439848, 0.120211095, 0.0872886553, 0.0909111053, -0.0259069055, 0.03788512, 0.00572141632, 0.998929858
637139355001607270, 0.120488256, 0.08734698, 0.09103709, -0.0265012644, 0.03513191, 0.006463848, 0.9990104
