timestamp,x,y,z,qx,qy,qz,qw
637140006997799717, 0.03450527, 0.0434148721, 0.06449899, 0.0135465469, -0.127091169, -0.0113079278, 0.9917341
637140006997998542, 0.0344934724, 0.0432199761, 0.0644335449, 0.0155136818, -0.122570172, -0.008839951, 0.992299259
637140006998151733, 0.0346574932, 0.0431775227, 0.06423828, 0.0168235749, -0.123604119, -0.00759502547, 0.992159963
637140006998299442, 0.0343220346, 0.0430816524, 0.0638845861, 0.0173791554, -0.124292731, -0.00704204664, 0.9920684
637140006998402479, 0.0342718437, 0.0427592359, 0.06372546, 0.0186827146, -0.123523839, -0.00621360028, 0.9921463
637140006998611709, 0.034221746, 0.04242854, 0.06341608, 0.02007085, -0.119884312, -0.007030251, 0.9925601
637140006998798705, 0.0340936556, 0.04227258, 0.0629567057, 0.021188397, -0.117724471, -0.00679184636, 0.992797
637140006999001870, 0.0339991, 0.04186234, 0.0619470663, 0.0231122617, -0.117294386, -0.00446961, 0.9928182
637140006999098614, 0.0338780656, 0.0416547, 0.0611327179, 0.0246106628, -0.117456704, -0.00296684634, 0.9927686
637140006999299862, 0.0338563547, 0.0412697867, 0.0598329455, 0.0280363057, -0.116845541, -0.00318239466, 0.9927492
637140006999400436, 0.03402114, 0.0409870073, 0.0589703433, 0.03095449, -0.113382488, -0.004212235, 0.9930602
637140006999613949, 0.03432883, 0.04114335, 0.0578304045, 0.03240393, -0.106976576, -0.005823537, 0.993716359
637140006999798200, 0.0349756479, 0.04106653, 0.05682283, 0.0336056575, -0.101032816, -0.00350216473, 0.994309247
637140006999898869, 0.0359741, 0.04052523, 0.0557483919, 0.0369804054, -0.0963510647, 0.00112273265, 0.9946596
637140007000149621, 0.0366330147, 0.0403627455, 0.0547806844, 0.0411990248, -0.0928776562, 0.001930356, 0.994823
637140007000299228, 0.037561506, 0.0404608026, 0.05413863, 0.04262382, -0.08780939, 0.00116710539, 0.9952243
637140007000400956, 0.0389249623, 0.0408567153, 0.05375919, 0.039404355, -0.081594944, 0.00217561959, 0.995883942
637140007000614115, 0.0403187647, 0.0419164449, 0.0533215851, 0.03475971, -0.07531693, 0.00134819746, 0.9965527
637140007000799067, 0.0417615622, 0.0431707, 0.05269766, 0.0310790725, -0.07300015, -0.00120593, 0.996846855
637140007000950210, 0.0430017337, 0.04375554, 0.05228436, 0.0290468242, -0.07074422, -0.00176288467, 0.997069955
637140007001101683, 0.0443826243, 0.0440365821, 0.0518175922, 0.0281135533, -0.0692608953, -0.00285574631, 0.9971983
637140007001299312, 0.045689106, 0.0446385778, 0.0512388758, 0.0248269215, -0.06640668, -0.00169505586, 0.9974823
637140007001401363, 0.0469534844, 0.0456647351, 0.05053958, 0.0214290582, -0.06383238, 0.000918498554, 0.997730136
637140007001614069, 0.04788769, 0.04702898, 0.0494552031, 0.0179080889, -0.06255294, 0.0038599628, 0.997873545
637140007001798494, 0.04863869, 0.0480669029, 0.0484072641, 0.0148451682, -0.06023616, 0.00331736356, 0.9980683
637140007001951810, 0.0495732352, 0.0489194058, 0.0477240756, 0.0124606965, -0.0568663739, 0.00220759632, 0.9983016
637140007002098578, 0.05018168, 0.0489177778, 0.0472232141, 0.0125145009, -0.0547059923, -0.003194714, 0.998419
637140007002299973, 0.0514211841, 0.04936135, 0.0466181748, 0.01053327, -0.0530357361, 0.002147638, 0.9985348
637140007002398832, 0.0520775728, 0.0495471731, 0.04617372, 0.0104189236, -0.05327767, 0.00177925406, 0.998523831
637140007002614082, 0.052179005, 0.0488566458, 0.04607918, 0.008856023, -0.0551842935, -0.00214750436, 0.9984346
637140007002799075, 0.05245495, 0.048294127, 0.0458156727, 0.007834981, -0.0548344366, -0.00218589348, 0.9984623
637140007002900560, 0.05323019, 0.04906234, 0.0454218276, 0.003095143, -0.0519117, -0.000399188837, 0.9986468
637140007003102861, 0.0538580939, 0.050497856, 0.0442343056, -0.00151895313, -0.0492202081, 0.001605525, 0.9987855
637140007003300748, 0.0542474873, 0.051897686, 0.0431512557, -0.00570231443, -0.0481611155, 0.00104145333, 0.9988228
637140007003401341, 0.0548052043, 0.05306854, 0.0421820953, -0.009478252, -0.0469835624, -9.25714E-05, 0.9988507
637140007003617073, 0.0550460443, 0.0539041571, 0.0413289256, -0.013127421, -0.0451322757, -0.00220435415, 0.998892367
637140007003798502, 0.0551088527, 0.0545447841, 0.04071011, -0.0154603571, -0.0454641841, -0.00171935407, 0.998844862
