timestamp,x,y,z,qx,qy,qz,qw,roll,pitch,yaw
0.0,0.204993486,0.05649886,-0.34306621600000003,0.07153180444249332,0.06593776487710996,-0.041637000165104576,0.9943851227434284,-5.342820732544875,7.860949505321064,7.954825619569898
5000000.0,0.205139905,0.05638149333333333,-0.3437853556666667,0.07164480946159872,0.06533583446586025,-0.041591487020863585,0.9944186232262822,-5.333792960597136,7.877469532348302,7.885659867536164
10000000.0,0.205286324,0.056264126666666664,-0.3445044953333333,0.07175778737861309,0.0647338793391043,-0.041545958143225065,0.994451747536399,-5.324744701545689,7.893978751488455,7.816488727157218
15000000.0,0.205432743,0.05614676,-0.345223635,0.07187073815079864,0.06413189972455219,-0.04150041354941186,0.9944844956612482,-5.315675964860088,7.910477137835973,7.747312189835944
20000000.0,0.205470299,0.05609599903333333,-0.3459031776666666,0.071991843803713,0.06352217694505008,-0.0414284463164504,0.9945178687674288,-5.303551148973209,7.928145552915523,7.677081304204143
25000000.0,0.20550785500000002,0.05604523806666667,-0.3465827203333333,0.07211842110106972,0.0629072399024855,-0.041338710759257484,0.9945515187754239,-5.289362618993036,7.946591729642775,7.606137962069093
30000000.0,0.205545411,0.0559944771,-0.34726226299999996,0.07224496930916043,0.062292277486023305,-0.04124895852792314,0.9945847676269151,-5.2751503993441204,7.96502049142065,7.535186819117037
35000000.0,0.20570264800000002,0.0559449614,-0.34797960866666666,0.07224958615276836,0.061668278981869336,-0.041153962920813136,0.99462725279578,-5.259228287987552,7.969563075888636,7.46236713332729
40000000.0,0.205859885,0.055895445700000004,-0.3486969543333333,0.07194689766734282,0.06102153745189185,-0.041045772799227345,0.9946935510087348,-5.239075020172412,7.939124110528281,7.384865067300154
45000000.0,0.206017122,0.05584593,-0.3494143,0.07164417133817423,0.06037476382486139,-0.040937561087750554,0.9947593260173766,-5.218964830737531,7.908658177539659,7.307379548660792
50000000.0,0.20607768399999998,0.05596028925,-0.34987812500000004,0.07134069411597499,0.0597279682002872,-0.04082904110121304,0.9948246401152677,-5.1988590265401,7.878085708560668,7.229904931876706
55000000.0,0.206138246,0.056074648500000004,-0.35034195,0.0706183406077076,0.05908685745183421,-0.04055210450483714,0.9949257862104636,-5.15610179462211,7.800708476339333,7.149179328695567
60000000.0,0.206198808,0.05618900775,-0.350805775,0.06989591508695277,0.05844568645003139,-0.040275126555777356,0.9950259177380548,-5.113462495063806,7.723271669083935,7.068526884057149
65000000.0,0.20625937,0.056303367,-0.3512696,0.06917341829039814,0.05780445584870775,-0.03999810753647971,0.9951250345959329,-5.070940997473795,7.645775494076798,6.987947319041259
70000000.0,0.20647486566666667,0.05636228866666667,-0.3519233666666667,0.06825415171071457,0.05718161837460317,-0.039662258073131076,0.9952379306371179,-5.020398153254584,7.5460118010592,6.907943225043593
75000000.0,0.20669036133333332,0.05642121033333333,-0.35257713333333335,0.06724367704786971,0.05656724411411705,-0.03929912010551337,0.995356224649923,-4.966245673743802,7.435889215922615,6.828289030230241
80000000.0,0.206905857,0.056480132,-0.3532309,0.0662330985354075,0.055952782492455666,-0.03893592144522145,0.9954729814570371,-4.912261086994643,7.325692153800953,6.748759644262663
85000000.0,0.20703392233333334,0.05658542466666667,-0.353831514,0.06536475487781451,0.05532654607178612,-0.03855212504418463,0.9955803110618989,-4.85704059897743,7.231913296418145,6.668677195865964
90000000.0,0.20716198766666666,0.056690717333333335,-0.354432128,0.06477295771292323,0.054677530306779895,-0.03812837083076287,0.9956711600555992,-4.799212463973867,7.170107134313682,6.587368977133136
95000000.0,0.207290053,0.05679601,-0.355032742,0.06418109841350218,0.05402846209144941,-0.037704580042071494,0.9957610539352904,-4.741480593146436,7.10821965501442,6.506134655425588
